#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
BOSSJ0016+0056A | 00:16:07.272 | +00:56:53.06 | 4298-0089-55511 | SDSSJ0016+0045B | 00:16:28.843 | +00:45:50.96 | 1089-0630-52913 |  2.597 |  2.038 | 736.9 | 19392.21 | -1.00 |      0. | 20.62 |  0.00 |  0.00 |  0.00 | 20.19 | 20.20 | 19.90 | 20.60 |  0.00 |  0.00 |  0.00 | 20.47 | 20.36 | 20.25 | MMT-DLA | SDSS
BOSSJ0016+0100A | 00:16:41.171 | +01:00:45.31 | 4219-0543-55480 | BOSSJ0016+0056B | 00:16:07.272 | +00:56:53.06 | 4298-0089-55511 |  3.048 |  2.597 | 558.9 | 16745.03 | -1.00 |      0. | 19.29 |  0.00 |  0.00 |  0.00 | 18.85 | 18.93 | 18.87 | 20.62 |  0.00 |  0.00 |  0.00 | 20.19 | 20.20 | 19.90 | SDSSAUSBOSSKDEXDQSOZVHSALLBOSS | MMT-DLA
BOSSJ0016-0043A | 00:16:45.500 | -00:43:57.44 | 4219-0460-55480 | SDSSJ0017-0038B | 00:17:08.256 | -00:38:44.50 | 0687-0148-52518 |  2.251 |  2.104 | 463.0 | 12407.62 | -1.00 |      0. | 19.60 |  0.00 |  0.00 |  0.00 | 19.34 | 19.20 | 18.78 | 20.31 |  0.00 |  0.00 |  0.00 | 20.16 | 19.99 | 19.83 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ0017-0018A | 00:17:47.798 | -00:18:15.91 | 4219-0434-55480 | SDSSJ0017-0019B | 00:17:34.786 | -00:19:08.37 | 0688-0317-52203 |  2.511 |  2.108 | 202.1 | 5421.521 | -1.00 |      5. | 19.89 |  0.00 |  0.00 |  0.00 | 19.48 | 19.43 | 19.06 | 19.08 |  0.00 |  0.00 |  0.00 | 18.93 | 18.76 | 18.59 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZMADDOXVHS
BOSSJ0018+1424A | 00:18:13.889 | +14:24:55.68 | 6184-0568-56267 | BOSSJ0018+1418B | 00:18:20.716 | +14:18:51.58 | 6184-0438-56267 |  4.235 |  3.936 | 377.3 | 13630.16 | -1.00 |     12. | 19.30 |  0.00 |  0.00 |  0.00 | 18.90 | 18.69 | 18.79 | 18.81 |  0.00 |  0.00 |  0.00 | 18.38 | 18.23 | 18.30 | SDSSBOSSKDEVCVALLBOSS,ESI | SDSSBOSSKDEVCVALLBOSS,ESI
BOSSJ0019+0027A | 00:19:17.312 | +00:27:35.36 | 4219-0650-55480 | SDSSJ0019+0034B | 00:19:04.836 | +00:34:36.54 | 1491-0623-52996 |  2.418 |  2.122 | 460.8 | 12405.95 | -1.00 |      1. | 20.03 |  0.00 |  0.00 |  0.00 | 19.66 | 19.60 | 19.21 | 18.98 |  0.00 |  0.00 |  0.00 | 18.83 | 18.65 | 18.42 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZMADDOXVHSVCV
BOSSJ0019+0101A | 00:19:19.315 | +01:01:52.26 | 4219-0678-55480 | BOSSJ0018+0105B | 00:18:40.503 | +01:05:14.91 | 4219-0638-55480 |  2.318 |  2.067 | 616.3 | 16348.38 | -1.00 |      0. | 18.71 |  0.00 |  0.00 |  0.00 | 18.41 | 18.29 | 17.89 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 | SDSSAUSBOSSKDEXDQSOZMADDOXVHSALLBOSS | BOSS
BOSSJ0020-0033A | 00:20:03.213 | -00:33:15.85 | 4219-0308-55480 | BOSSJ0019-0040B | 00:19:50.058 | -00:40:40.83 | 4219-0333-55480 |  4.602 |  4.329 | 486.7 | 18244.85 | -1.00 |      5. | 20.98 |  0.00 |  0.00 |  0.00 | 20.78 | 20.44 | 20.56 | 19.60 |  0.00 |  0.00 |  0.00 | 19.23 | 18.98 | 19.09 | BOSS | SDSSBOSSKDEVHSALLBOSS
SDSSJ0020-0924A | 00:20:04.509 | -09:24:58.64 | 1913-0389-53321 | SDSSJ0019-0913B | 00:19:54.664 | -09:13:16.52 | 0652-0614-52138 |  2.552 |  2.123 | 717.0 | 19308.36 | -1.00 |      0. | 20.18 |  0.00 |  0.00 |  0.00 | 19.72 | 19.69 | 19.34 | 18.51 |  0.00 |  0.00 |  0.00 | 18.32 | 18.14 | 17.91 | SDSSKDEXDQSOZVCV | SDSSKDEXDQSOZVCV,GNIRS
SDSSJ0020-0924A | 00:20:04.509 | -09:24:58.64 | 1913-0389-53321 | SDSSJ0020-0929B | 00:20:44.485 | -09:29:06.64 | 1913-0396-53321 |  2.552 |  2.528 | 641.3 | 18956.28 | -1.00 |      0. | 20.18 |  0.00 |  0.00 |  0.00 | 19.72 | 19.69 | 19.34 | 19.86 |  0.00 |  0.00 |  0.00 | 19.42 | 19.38 | 19.01 | SDSSKDEXDQSOZVCV | SDSSVCV
BOSSJ0021-0048A | 00:21:46.717 | -00:48:47.99 | 4219-0216-55480 | SDSSJ0021-0055B | 00:21:41.022 | -00:55:20.23 | 1088-0082-52929 |  2.498 |  2.028 | 401.4 | 10535.16 | -1.00 |      0. | 18.79 |  0.00 |  0.00 |  0.00 | 18.38 | 18.33 | 17.96 | 20.10 |  0.00 |  0.00 |  0.00 | 19.97 | 19.86 | 19.76 | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0023-0048A | 00:23:22.712 | -00:48:29.34 | 4220-0434-55447 | SDSSJ0022-0046B | 00:22:59.452 | -00:46:03.03 | 1492-0107-52932 |  2.255 |  2.166 | 378.3 | 10300.63 | -1.00 |      0. | 18.72 |  0.00 |  0.00 |  0.00 | 18.46 | 18.32 | 17.90 | 20.59 |  0.00 |  0.00 |  0.00 | 20.39 | 20.23 | 19.83 | SDSSBOSSKDEVHSVCVALLBOSS | SDSSKDEVHS
BOSSJ0023-0048A | 00:23:22.712 | -00:48:29.34 | 4220-0434-55447 | BOSSJ0023-0052B | 00:23:27.919 | -00:52:18.46 | 4219-0132-55480 |  2.255 |  2.226 | 242.0 | 6690.322 | -1.00 |      2. | 18.72 |  0.00 |  0.00 |  0.00 | 18.46 | 18.32 | 17.90 | 19.70 |  0.00 |  0.00 |  0.00 | 19.46 | 19.32 | 18.88 | SDSSBOSSKDEVHSVCVALLBOSS | SDSSBOSSKDEXDQSOZVHSALLBOSS
BOSSJ0023-0052A | 00:23:27.919 | -00:52:18.46 | 4219-0132-55480 | SDSSJ0022-0046B | 00:22:59.452 | -00:46:03.03 | 1492-0107-52932 |  2.226 |  2.166 | 568.5 | 15480.70 | -1.00 |      0. | 19.70 |  0.00 |  0.00 |  0.00 | 19.46 | 19.32 | 18.88 | 20.59 |  0.00 |  0.00 |  0.00 | 20.39 | 20.23 | 19.83 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSKDEVHS
BOSSJ0023+0031A | 00:23:37.554 | +00:31:27.48 | 4220-0562-55447 | SDSSJ0023+0022B | 00:23:08.751 | +00:22:39.76 | 0688-0500-52203 |  2.407 |  2.042 | 682.0 | 17968.25 | -1.00 |      0. | 18.87 |  0.00 |  0.00 |  0.00 | 18.51 | 18.44 | 18.05 | 19.12 |  0.00 |  0.00 |  0.00 | 18.98 | 18.87 | 18.77 | SDSSAUSBOSSKDEXDQSOZMADDOXVHSVCVALLBOSS | SDSSKDEXDQSOZVHSVCV
BOSSJ0024-0039A | 00:24:03.064 | -00:39:08.16 | 4220-0453-55447 | BOSSJ0023-0032B | 00:23:29.608 | -00:32:19.76 | 4220-0469-55447 |  2.449 |  2.397 | 646.9 | 18600.65 | -1.00 |      0. | 19.70 |  0.00 |  0.00 |  0.00 | 19.31 | 19.25 | 18.87 | 18.92 |  0.00 |  0.00 |  0.00 | 18.57 | 18.50 | 18.10 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVHSVCVALLBOSS
SDSSJ0024-0905A | 00:24:22.314 | -09:05:32.61 | 1913-0531-53321 | SDSSJ0024-0901B | 00:24:11.806 | -09:01:11.75 | 0653-0444-52145 |  2.447 |  2.422 | 303.7 | 8781.852 | -1.00 |      2. | 19.87 |  0.00 |  0.00 |  0.00 | 19.46 | 19.40 | 19.02 | 19.24 |  0.00 |  0.00 |  0.00 | 18.85 | 18.78 | 18.39 | SDSSKDEXDQSOZVCV | SDSSKDEXDQSOZVCV
BOSSJ0024+2505A | 00:24:40.745 | +25:05:32.99 | 6279-0020-56243 | BOSSJ0024+2510B | 00:24:47.449 | +25:10:38.38 | 6281-0473-56295 |  2.267 |  2.178 | 318.6 | 8704.222 | -1.00 |      0. | 21.84 |  0.00 |  0.00 |  0.00 | 21.56 | 21.43 | 21.01 | 21.85 |  0.00 |  0.00 |  0.00 | 21.64 | 21.48 | 21.06 | BOSS | BOSS
BOSSJ0024+0045A | 00:24:40.996 | +00:45:57.75 | 4220-0598-55447 | SDSSJ0024+0046B | 00:24:22.043 | +00:46:10.68 | 0688-0452-52203 |  2.234 |  2.012 | 284.5 | 7435.381 | -1.00 |      1. | 20.08 |  0.00 |  0.00 |  0.00 | 19.84 | 19.70 | 19.27 | 19.05 |  0.00 |  0.00 |  0.00 | 18.94 | 18.83 | 18.72 | SDSSBOSSKDEVHSALLBOSS | SDSSKDEVHSVCV
BOSSJ0024-0044A | 00:24:52.593 | -00:44:56.08 | 4219-0054-55480 | SDSSJ0024-0037B | 00:24:52.966 | -00:37:00.03 | 1087-0261-52930 |  2.274 |  2.109 | 476.0 | 12771.65 | -1.00 |      0. | 20.13 |  0.00 |  0.00 |  0.00 | 19.86 | 19.73 | 19.31 | 19.74 |  0.00 |  0.00 |  0.00 | 19.60 | 19.43 | 19.26 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0024-0044A | 00:24:52.593 | -00:44:56.08 | 4219-0054-55480 | BOSSJ0025-0040B | 00:25:09.666 | -00:40:30.99 | 4219-0058-55480 |  2.274 |  2.210 | 368.5 | 10146.83 | -1.00 |      1. | 20.13 |  0.00 |  0.00 |  0.00 | 19.86 | 19.73 | 19.31 | 19.24 |  0.00 |  0.00 |  0.00 | 19.02 | 18.87 | 18.44 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSBOSSKDEXDQSOZVHSALLBOSS
BOSSJ0025-0040A | 00:25:09.666 | -00:40:30.99 | 4219-0058-55480 | SDSSJ0024-0037B | 00:24:52.966 | -00:37:00.03 | 1087-0261-52930 |  2.210 |  2.109 | 327.4 | 8785.185 | -1.00 |      1. | 19.24 |  0.00 |  0.00 |  0.00 | 19.02 | 18.87 | 18.44 | 19.74 |  0.00 |  0.00 |  0.00 | 19.60 | 19.43 | 19.26 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSKDEXDQSOZVHS
BOSSJ0026-0004A | 00:26:14.366 | -00:04:25.60 | 3586-0494-55181 | BOSSJ0026-0003B | 00:26:10.125 | -00:03:20.98 | 3586-0499-55181 |  4.793 |  4.219 | 90.68 | 3365.639 | -1.00 |     30. | 21.77 |  0.00 |  0.00 |  0.00 | 21.83 | 21.48 | 21.54 | 21.20 |  0.00 |  0.00 |  0.00 | 20.84 | 20.63 | 20.73 | BOSS | BOSS
BOSSJ0026+1524A | 00:26:27.280 | +15:24:46.19 | 6191-0586-56248 | BOSSJ0026+1527B | 00:26:15.580 | +15:27:13.43 | 6185-0057-56217 |  3.581 |  2.930 | 224.2 | 7124.906 | -1.00 |      5. | 20.04 |  0.00 |  0.00 |  0.00 | 19.54 | 19.53 | 19.46 | 19.69 |  0.00 |  0.00 |  0.00 | 19.21 | 19.30 | 19.23 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ0026-0030A | 00:26:32.265 | -00:30:43.32 | 3586-0488-55181 | SDSSJ0026-0024B | 00:26:12.183 | -00:24:21.82 | 0689-0318-52262 |  4.009 |  3.900 | 486.0 | 17492.54 | -1.00 |      2. | 21.08 |  0.00 |  0.00 |  0.00 | 20.71 | 20.55 | 20.63 | 19.95 |  0.00 |  0.00 |  0.00 | 19.57 | 19.42 | 19.47 | BOSS | SDSS
SDSSJ0028-1049A | 00:28:01.184 | -10:49:33.96 | 0654-0298-52146 | SDSSJ0028-1044B | 00:28:33.196 | -10:44:20.18 | 1913-0013-53321 |  2.634 |  2.260 | 566.5 | 15787.22 | -1.00 |      0. | 19.97 |  0.00 |  0.00 |  0.00 | 19.54 | 19.57 | 19.43 | 19.85 |  0.00 |  0.00 |  0.00 | 19.57 | 19.43 | 19.01 | SDSSVCV,ESI,APO | SDSSKDEXDQSOZVCV
 APOJ0028-1049A | 00:28:02.607 | -10:49:36.11 |                 | SDSSJ0028-1049B | 00:28:01.184 | -10:49:33.96 | 0654-0298-52146 |  3.100 |  2.634 | 21.06 |  635.553 | -1.00 |    260. | 20.37 |  0.00 |  0.00 |  0.00 | 19.90 | 19.98 | 19.92 | 19.97 |  0.00 |  0.00 |  0.00 | 19.54 | 19.57 | 19.43 | ESI,APO | SDSSVCV,ESI,APO
BOSSJ0028+0110A | 00:28:04.941 | +01:10:40.72 | 4220-0742-55447 | BOSSJ0028+0106B | 00:28:45.772 | +01:06:48.35 | 4220-0788-55447 |  2.688 |  2.469 | 654.9 | 19124.70 | -1.00 |      0. | 19.89 |  0.00 |  0.00 |  0.00 | 19.49 | 19.56 | 19.49 | 19.72 |  0.00 |  0.00 |  0.00 | 19.34 | 19.28 | 18.90 | SDSSBOSSKDEVHSVCVALLBOSS | SDSSBOSSVHSVCVALLBOSS
BOSSJ0028+0629A | 00:28:05.666 | +06:29:30.69 | 4539-0284-55865 | BOSSJ0028+0623B | 00:28:22.937 | +06:23:35.52 | 4418-0558-55862 |  2.253 |  1.929 | 438.6 | 11183.28 | -1.00 |      0. | 22.06 |  0.00 |  0.00 |  0.00 | 21.80 | 21.66 | 21.24 | 23.80 |  0.00 |  0.00 |  0.00 | 23.75 | 23.67 | 23.53 | BOSS | BOSS
BOSSJ0028+0106A | 00:28:45.772 | +01:06:48.35 | 4220-0788-55447 | BOSSJ0029+0106B | 00:29:31.783 | +01:06:44.51 | 4220-0867-55447 |  2.469 |  2.214 | 690.0 | 19015.61 | -1.00 |      0. | 19.72 |  0.00 |  0.00 |  0.00 | 19.34 | 19.28 | 18.90 | 19.24 |  0.00 |  0.00 |  0.00 | 19.01 | 18.86 | 18.43 | SDSSBOSSVHSVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ0029+0019A | 00:29:12.913 | +00:19:46.63 | 4221-0507-55443 | BOSSJ0029+0014B | 00:29:37.339 | +00:14:12.82 | 4220-0854-55447 |  2.744 |  2.566 | 495.6 | 14759.46 | -1.00 |      2. | 18.58 |  0.00 |  0.00 |  0.00 | 18.17 | 18.28 | 18.20 | 18.73 |  0.00 |  0.00 |  0.00 | 18.31 | 18.29 | 17.94 | SDSSBOSSMADDOXVHSVCVALLBOSS | SDSSAUSBOSSKDEXDQSOZMADDOXVHSVCVALLBOSS
BOSSJ0029+0008A | 00:29:19.467 | +00:08:12.72 | 4220-0856-55447 | BOSSJ0029+0014B | 00:29:37.339 | +00:14:12.82 | 4220-0854-55447 |  2.717 |  2.566 | 448.9 | 13368.30 | -1.00 |      2. | 19.74 |  0.00 |  0.00 |  0.00 | 19.34 | 19.44 | 19.36 | 18.73 |  0.00 |  0.00 |  0.00 | 18.31 | 18.29 | 17.94 | SDSSBOSSVHSALLBOSS | SDSSAUSBOSSKDEXDQSOZMADDOXVHSVCVALLBOSS
BOSSJ0029+0008A | 00:29:19.467 | +00:08:12.72 | 4220-0856-55447 | BOSSJ0029+0001B | 00:29:50.917 | +00:01:17.29 | 4221-0538-55443 |  2.717 |  2.372 | 628.5 | 17975.66 | -1.00 |      0. | 19.74 |  0.00 |  0.00 |  0.00 | 19.34 | 19.44 | 19.36 | 20.14 |  0.00 |  0.00 |  0.00 | 19.81 | 19.72 | 19.32 | SDSSBOSSVHSALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ0029+0045A | 00:29:49.108 | +00:45:42.00 | 4221-0556-55443 | BOSSJ0030+0050B | 00:30:05.467 | +00:50:52.92 | 4220-0919-55447 |  3.207 |  2.551 | 396.0 | 11758.47 | -1.00 |      0. | 20.13 |  0.00 |  0.00 |  0.00 | 19.63 | 19.74 | 19.62 | 21.41 |  0.00 |  0.00 |  0.00 | 20.99 | 20.96 | 20.60 | SDSSBOSSVHSVCVALLBOSS | BOSS
BOSSJ0029+0045A | 00:29:49.108 | +00:45:42.00 | 4221-0556-55443 | BOSSJ0030+0047B | 00:30:11.781 | +00:47:49.99 | 4221-0552-55443 |  3.207 |  3.141 | 363.3 | 11920.52 | -1.00 |      1. | 20.13 |  0.00 |  0.00 |  0.00 | 19.63 | 19.74 | 19.62 | 20.58 |  0.00 |  0.00 |  0.00 | 20.12 | 20.21 | 20.12 | SDSSBOSSVHSVCVALLBOSS | SDSSBOSSALLBOSS
BOSSJ0030+0050A | 00:30:05.467 | +00:50:52.92 | 4220-0919-55447 | SDSSJ0029+0050B | 00:29:28.386 | +00:50:57.07 | 1087-0578-52930 |  2.551 |  2.061 | 556.1 | 14728.88 | -1.00 |      0. | 21.41 |  0.00 |  0.00 |  0.00 | 20.99 | 20.96 | 20.60 | 20.49 |  0.00 |  0.00 |  0.00 | 20.35 | 20.23 | 20.12 | BOSS | SDSSKDEXDQSOZ
BOSSJ0030+0050A | 00:30:05.467 | +00:50:52.92 | 4220-0919-55447 | BOSSJ0030+0043B | 00:30:12.255 | +00:43:34.69 | 4220-0882-55447 |  2.551 |  2.307 | 449.8 | 12676.56 | -1.00 |      1. | 21.41 |  0.00 |  0.00 |  0.00 | 20.99 | 20.96 | 20.60 | 19.26 |  0.00 |  0.00 |  0.00 | 18.96 | 18.84 | 18.43 | BOSS | SDSSBOSSKDEXDQSOZVHSALLBOSS
BOSSJ0030+0047A | 00:30:11.781 | +00:47:49.99 | 4221-0552-55443 | BOSSJ0030+0050B | 00:30:05.467 | +00:50:52.92 | 4220-0919-55447 |  3.141 |  2.551 | 205.9 | 6115.250 | -1.00 |      0. | 20.58 |  0.00 |  0.00 |  0.00 | 20.12 | 20.21 | 20.12 | 21.41 |  0.00 |  0.00 |  0.00 | 20.99 | 20.96 | 20.60 | SDSSBOSSALLBOSS | BOSS
BOSSJ0030+0047A | 00:30:11.781 | +00:47:49.99 | 4221-0552-55443 | BOSSJ0030+0053B | 00:30:17.115 | +00:53:58.91 | 4221-0553-55443 |  3.141 |  2.832 | 377.4 | 11799.86 | -1.00 |      1. | 20.58 |  0.00 |  0.00 |  0.00 | 20.12 | 20.21 | 20.12 | 19.79 |  0.00 |  0.00 |  0.00 | 19.38 | 19.49 | 19.42 | SDSSBOSSALLBOSS | SDSSBOSSVCVALLBOSS
BOSSJ0030+0043A | 00:30:12.255 | +00:43:34.69 | 4220-0882-55447 | SDSSJ0029+0036B | 00:29:45.283 | +00:36:38.49 | 1493-0582-52933 |  2.307 |  2.032 | 580.4 | 15249.54 | -1.00 |      0. | 19.26 |  0.00 |  0.00 |  0.00 | 18.96 | 18.84 | 18.43 | 20.46 |  0.00 |  0.00 |  0.00 | 20.33 | 20.22 | 20.11 | SDSSBOSSKDEXDQSOZVHSALLBOSS | SDSSKDEXDQSOZ
BOSSJ0030+0053A | 00:30:17.115 | +00:53:58.91 | 4221-0553-55443 | BOSSJ0030+0050B | 00:30:05.467 | +00:50:52.92 | 4220-0919-55447 |  2.832 |  2.551 | 255.1 | 7575.434 | -1.00 |      0. | 19.79 |  0.00 |  0.00 |  0.00 | 19.38 | 19.49 | 19.42 | 21.41 |  0.00 |  0.00 |  0.00 | 20.99 | 20.96 | 20.60 | SDSSBOSSVCVALLBOSS | BOSS
BOSSJ0030+0053A | 00:30:17.115 | +00:53:58.91 | 4221-0553-55443 | BOSSJ0030+0043B | 00:30:12.255 | +00:43:34.69 | 4220-0882-55447 |  2.832 |  2.307 | 628.4 | 17707.91 | -1.00 |      0. | 19.79 |  0.00 |  0.00 |  0.00 | 19.38 | 19.49 | 19.42 | 19.26 |  0.00 |  0.00 |  0.00 | 18.96 | 18.84 | 18.43 | SDSSBOSSVCVALLBOSS | SDSSBOSSKDEXDQSOZVHSALLBOSS
BOSSJ0031+1354A | 00:31:09.411 | +13:54:36.85 | 6191-0177-56248 | BOSSJ0031+1402B | 00:31:02.282 | +14:02:00.41 | 6196-0542-56189 |  2.360 |  2.222 | 455.5 | 12578.13 | -1.00 |      0. | 20.25 |  0.00 |  0.00 |  0.00 | 19.83 | 19.73 | 19.33 | 19.73 |  0.00 |  0.00 |  0.00 | 19.39 | 19.24 | 18.81 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ0031+1449A | 00:31:15.521 | +14:49:19.92 | 6191-0844-56248 | BOSSJ0031+1458B | 00:31:23.832 | +14:58:20.93 | 6192-0286-56269 |  1.962 |  1.931 | 554.2 | 14139.62 | -1.00 |      0. | 18.35 |  0.00 |  0.00 |  0.00 | 18.19 | 18.10 | 17.97 | 19.77 |  0.00 |  0.00 |  0.00 | 19.64 | 19.55 | 19.42 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ0031+1506A | 00:31:28.948 | +15:06:47.71 | 6191-0880-56248 | BOSSJ0031+1458B | 00:31:23.832 | +14:58:20.93 | 6192-0286-56269 |  2.400 |  1.931 | 512.1 | 13065.65 | -1.00 |      0. | 20.76 |  0.00 |  0.00 |  0.00 | 20.35 | 20.28 | 19.88 | 19.77 |  0.00 |  0.00 |  0.00 | 19.64 | 19.55 | 19.42 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ0031+0034A | 00:31:35.579 | +00:34:21.28 | 3587-0570-55182 | SDSSJ0030+0027B | 00:30:48.127 | +00:27:46.43 | 0689-0487-52262 |  2.236 |  1.734 | 813.9 | 19473.15 | -1.00 |      0. | 18.42 | 18.09 | 17.81 | 17.42 | 18.17 | 18.04 | 17.61 | 19.43 |  0.00 |  0.00 |  0.00 | 19.33 | 19.18 | 19.22 | SDSSBOSSKDEVHSALLBOSS,NIRSPEC,XSHOOTER,HIRES | SDSSXDQSOZVHS
BOSSJ0031+0034A | 00:31:35.579 | +00:34:21.28 | 3587-0570-55182 | SDSSJ0031+0034B | 00:31:31.447 | +00:34:20.23 | 0392-0345-51793 |  2.236 |  1.731 | 61.99 | 1481.616 | -1.00 |     60. | 18.42 | 18.09 | 17.81 | 17.42 | 18.17 | 18.04 | 17.61 | 18.46 |  0.00 |  0.00 |  0.00 | 18.36 | 18.20 | 18.26 | SDSSBOSSKDEVHSALLBOSS,NIRSPEC,XSHOOTER,HIRES | SDSSKDEXDQSOZVHSVCV
SDSSJ0031+0035A | 00:31:35.832 | +00:35:22.51 | 1493-0581-52933 | BOSSJ0031+0034B | 00:31:35.579 | +00:34:21.28 | 3587-0570-55182 |  2.340 |  2.236 | 61.35 | 1699.796 | -1.00 |    119. | 20.00 |  0.00 |  0.00 |  0.00 | 19.69 | 19.58 | 19.18 | 18.42 | 18.09 | 17.81 | 17.42 | 18.17 | 18.04 | 17.61 | SDSS | SDSSBOSSKDEVHSALLBOSS,NIRSPEC,XSHOOTER,HIRES
BOSSJ0031+0033A | 00:31:38.181 | +00:33:33.28 | 4220-0966-55447 | BOSSJ0031+0034B | 00:31:35.579 | +00:34:21.28 | 3587-0570-55182 |  2.748 |  2.236 | 61.86 | 1714.081 | -1.00 |    117. | 18.95 |  0.00 |  0.00 |  0.00 | 18.55 | 18.66 | 18.58 | 18.42 | 18.09 | 17.81 | 17.42 | 18.17 | 18.04 | 17.61 | SDSSBOSSVHSALLBOSS,HIRES,HIRES | SDSSBOSSKDEVHSALLBOSS,NIRSPEC,XSHOOTER,HIRES
BOSSJ0031+0033A | 00:31:38.181 | +00:33:33.28 | 4220-0966-55447 | SDSSJ0031+0035B | 00:31:35.832 | +00:35:22.51 | 1493-0581-52933 |  2.748 |  2.340 | 114.7 | 3258.508 | -1.00 |      6. | 18.95 |  0.00 |  0.00 |  0.00 | 18.55 | 18.66 | 18.58 | 20.00 |  0.00 |  0.00 |  0.00 | 19.69 | 19.58 | 19.18 | SDSSBOSSVHSALLBOSS,HIRES,HIRES | SDSS
BOSSJ0032+0055A | 00:32:00.475 | +00:55:08.06 | 3586-0751-55181 | BOSSJ0031+0057B | 00:31:30.015 | +00:57:43.30 | 3586-0710-55181 |  5.917 |  5.615 | 482.5 | 19817.64 | -1.00 |      5. | 21.26 |  0.00 |  0.00 |  0.00 | 20.94 | 20.78 | 20.54 | 21.17 |  0.00 |  0.00 |  0.00 | 21.01 | 20.83 | 20.64 | BOSS | BOSS
BOSSJ0032-0044A | 00:32:05.540 | -00:44:09.52 | 4220-0048-55447 | SDSSJ0032-0044B | 00:32:20.525 | -00:44:26.49 | 0689-0090-52262 |  2.500 |  2.122 | 225.4 | 6068.169 | -1.00 |      2. | 19.98 |  0.00 |  0.00 |  0.00 | 19.59 | 19.54 | 19.16 | 19.91 |  0.00 |  0.00 |  0.00 | 19.76 | 19.58 | 19.35 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ0032-0044A | 00:32:05.540 | -00:44:09.52 | 4220-0048-55447 | BOSSJ0032-0049B | 00:32:24.259 | -00:49:15.14 | 4220-0050-55447 |  2.500 |  2.133 | 415.0 | 11204.06 | -1.00 |      0. | 19.98 |  0.00 |  0.00 |  0.00 | 19.59 | 19.54 | 19.16 | 24.68 |  0.00 |  0.00 |  0.00 | 24.58 | 24.41 | 24.12 | SDSSBOSSKDEXDQSOZVCVALLBOSS | BOSS
BOSSJ0032-0049A | 00:32:24.259 | -00:49:15.14 | 4220-0050-55447 | SDSSJ0031-0049B | 00:31:33.599 | -00:49:41.55 | 0689-0136-52262 |  2.133 |  1.933 | 760.2 | 19411.52 | -1.00 |      0. | 24.68 |  0.00 |  0.00 |  0.00 | 24.58 | 24.41 | 24.12 | 18.35 |  0.00 |  0.00 |  0.00 | 18.28 | 18.20 | 18.06 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ0032-0027A | 00:32:31.675 | -00:27:40.29 | 3586-0228-55181 | SDSSJ0032-0026B | 00:32:56.997 | -00:26:11.35 | 0689-0063-52262 |  2.147 |  2.038 | 390.0 | 10266.46 | -1.00 |      0. | 19.94 |  0.00 |  0.00 |  0.00 | 19.77 | 19.59 | 19.24 | 19.27 |  0.00 |  0.00 |  0.00 | 19.15 | 19.04 | 18.93 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDE
BOSSJ0033+0043A | 00:33:04.800 | +00:43:38.27 | 3587-0602-55182 | BOSSJ0033+0049B | 00:33:14.735 | +00:49:05.63 | 3587-0606-55182 |  2.226 |  1.956 | 359.6 | 9246.400 | -1.00 |      0. | 19.80 |  0.00 |  0.00 |  0.00 | 19.57 | 19.43 | 19.00 | 21.63 |  0.00 |  0.00 |  0.00 | 21.55 | 21.47 | 21.33 | SDSSBOSSKDEXDQSOZVHSALLBOSS | BOSS
