#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
BOSSJ1621+3508A | 16:21:45.417 | +35:08:07.23 | 5191-0360-56065 |  APOJ1621+3507B | 16:21:41.013 | +35:07:12.76 |                 |  2.037 |  1.930 | 76.72 | 1956.878 | -1.00 |      8. | 18.58 |  0.00 |  0.00 |  0.00 | 18.46 | 18.35 | 18.25 | 20.47 |  0.00 |  0.00 |  0.00 | 20.41 | 20.33 | 20.20 | SDSSBOSSKDEXDQSOZVCVALLBOSS,LRIS,NIRI,HIRES,HIRES,APO | LRIS,NIRI
 APOJ1621+3508A | 16:21:48.414 | +35:08:09.82 |                 |  APOJ1621+3507B | 16:21:41.013 | +35:07:12.76 |                 |  2.071 |  1.930 | 107.2 | 2735.014 | -1.00 |      4. | 18.95 |  0.00 |  0.00 |  0.00 | 18.83 | 18.70 | 18.59 | 20.47 |  0.00 |  0.00 |  0.00 | 20.41 | 20.33 | 20.20 | LRIS,HIRES,HIRES,APO | LRIS,NIRI
 APOJ1621+3508A | 16:21:48.414 | +35:08:09.82 |                 | BOSSJ1621+3508B | 16:21:45.417 | +35:08:07.23 | 5191-0360-56065 |  2.071 |  2.037 | 36.85 |  969.375 | -1.00 |    229. | 18.95 |  0.00 |  0.00 |  0.00 | 18.83 | 18.70 | 18.59 | 18.58 |  0.00 |  0.00 |  0.00 | 18.46 | 18.35 | 18.25 | LRIS,HIRES,HIRES,APO | SDSSBOSSKDEXDQSOZVCVALLBOSS,LRIS,NIRI,HIRES,HIRES,APO
BOSSJ1621+5021A | 16:21:53.191 | +50:21:43.61 | 6316-0015-56483 | BOSSJ1620+5018B | 16:20:40.046 | +50:18:49.11 | 6316-0040-56483 |  2.174 |  1.954 | 721.7 | 18542.82 | -1.00 |      0. | 20.14 |  0.00 |  0.00 |  0.00 | 19.96 | 19.79 | 19.38 | 19.84 |  0.00 |  0.00 |  0.00 | 19.76 | 19.68 | 19.54 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1622+5033A | 16:22:15.527 | +50:33:20.58 | 6316-0020-56483 | BOSSJ1621+5021B | 16:21:53.191 | +50:21:43.61 | 6316-0015-56483 |  2.447 |  2.174 | 728.8 | 19885.96 | -1.00 |      0. | 19.88 |  0.00 |  0.00 |  0.00 | 19.51 | 19.45 | 19.07 | 20.14 |  0.00 |  0.00 |  0.00 | 19.96 | 19.79 | 19.38 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1622+1911A | 16:22:21.120 | +19:11:20.07 | 4060-0360-55359 |  APOJ1622+1909B | 16:22:51.496 | +19:09:49.06 |                 |  2.280 |  2.251 | 439.8 | 12231.32 | -1.00 |      0. | 20.42 |  0.00 |  0.00 |  0.00 | 20.08 | 19.95 | 19.54 | 20.99 |  0.00 |  0.00 |  0.00 | 20.66 | 20.53 | 20.10 | SDSSBOSSVCVALLBOSS | LRIS,APO
BOSSJ1622+1911A | 16:22:21.120 | +19:11:20.07 | 4060-0360-55359 | BOSSJ1622+1909B | 16:22:51.637 | +19:09:46.60 | 4060-0318-55359 |  2.280 |  2.251 | 442.3 | 12300.18 | -1.00 |      0. | 20.42 |  0.00 |  0.00 |  0.00 | 20.08 | 19.95 | 19.54 | 21.94 |  0.00 |  0.00 |  0.00 | 21.62 | 21.48 | 21.06 | SDSSBOSSVCVALLBOSS | LRIS,APO
BOSSJ1622+3531A | 16:22:29.585 | +35:31:08.95 | 5191-0691-56065 | BOSSJ1622+3527B | 16:22:18.267 | +35:27:09.81 | 5191-0690-56065 |  3.423 |  2.980 | 276.2 | 8845.039 | -1.00 |      2. | 20.39 |  0.00 |  0.00 |  0.00 | 19.90 | 19.96 | 19.84 | 20.09 |  0.00 |  0.00 |  0.00 | 19.68 | 19.78 | 19.70 | SDSSBOSSALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1623+1438A | 16:23:23.428 | +14:38:41.80 | 4056-0452-55357 | SDSSJ1624+1439B | 16:24:07.983 | +14:39:10.42 | 2202-0478-53566 |  2.404 |  1.936 | 647.2 | 16537.51 | -1.00 |      0. | 20.21 |  0.00 |  0.00 |  0.00 | 19.80 | 19.72 | 19.33 | 20.05 |  0.00 |  0.00 |  0.00 | 19.91 | 19.83 | 19.69 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1623+3310A | 16:23:24.754 | +33:10:49.72 | 4955-0618-55750 | BOSSJ1623+3312B | 16:23:23.671 | +33:12:32.58 | 4955-0616-55750 |  2.593 |  2.416 | 103.7 | 2995.732 | -1.00 |     33. | 17.36 | 16.74 | 16.51 | 16.45 | 16.94 | 16.94 | 16.62 | 18.91 |  0.00 |  0.00 |  0.00 | 18.55 | 18.48 | 18.09 | SDSSBOSSKDEALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS,TRIPLESPEC
BOSSJ1623+5043A | 16:23:29.918 | +50:43:07.74 | 6316-0998-56483 | BOSSJ1624+5047B | 16:24:16.438 | +50:47:04.34 | 6313-0291-56460 |  2.479 |  2.097 | 500.8 | 13396.95 | -1.00 |      0. | 20.32 |  0.00 |  0.00 |  0.00 | 19.94 | 19.88 | 19.50 | 20.05 |  0.00 |  0.00 |  0.00 | 19.93 | 19.76 | 19.62 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1623+0706A | 16:23:43.301 | +07:06:22.89 | 5212-0204-56016 | SDSSJ1624+0710B | 16:24:30.622 | +07:10:16.26 | 1732-0036-53501 |  2.384 |  2.031 | 741.9 | 19486.72 | -1.00 |      0. | 19.16 |  0.00 |  0.00 |  0.00 | 18.73 | 18.64 | 18.25 | 19.07 |  0.00 |  0.00 |  0.00 | 18.85 | 18.74 | 18.63 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1623+4650A | 16:23:45.305 | +46:50:42.08 | 6029-0862-56099 | BOSSJ1624+4643B | 16:24:06.906 | +46:43:11.26 | 6322-0492-56190 |  4.399 |  3.823 | 502.4 | 17936.68 | -1.00 |      0. | 17.32 | 17.64 | 18.29 | 19.07 | 17.00 | 16.70 | 16.83 | 21.15 |  0.00 |  0.00 |  0.00 | 20.78 | 20.65 | 20.65 | BOSS | BOSS
BOSSJ1623+5055A | 16:23:49.612 | +50:55:01.17 | 6313-0295-56460 | BOSSJ1624+5047B | 16:24:16.438 | +50:47:04.34 | 6313-0291-56460 |  2.615 |  2.097 | 540.2 | 14450.72 | -1.00 |      0. | 18.39 |  0.00 |  0.00 |  0.00 | 17.98 | 17.99 | 17.77 | 20.05 |  0.00 |  0.00 |  0.00 | 19.93 | 19.76 | 19.62 | SDSSBOSSXDQSOZALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1624+2042A | 16:24:17.447 | +20:42:58.70 | 4060-0702-55359 | BOSSJ1624+2054B | 16:24:28.041 | +20:54:31.34 | 4058-0222-55358 |  2.421 |  2.163 | 708.3 | 19272.02 | -1.00 |      0. | 22.14 |  0.00 |  0.00 |  0.00 | 21.70 | 21.63 | 21.24 | 20.10 |  0.00 |  0.00 |  0.00 | 19.84 | 19.68 | 19.28 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1624+2054A | 16:24:28.041 | +20:54:31.34 | 4058-0222-55358 | SDSSJ1624+2059B | 16:24:46.447 | +20:59:46.80 | 1854-0406-53566 |  2.163 |  2.076 | 407.4 | 10835.70 | -1.00 |      0. | 20.10 |  0.00 |  0.00 |  0.00 | 19.84 | 19.68 | 19.28 | 19.66 |  0.00 |  0.00 |  0.00 | 19.46 | 19.32 | 19.21 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1624+4359A | 16:24:43.990 | +43:59:40.31 | 6035-0802-56076 | SDSSJ1624+4400B | 16:24:41.978 | +44:00:48.73 | 0815-0571-52374 |  1.933 |  1.749 | 71.78 | 1726.628 | -1.00 |     25. | 18.38 |  0.00 |  0.00 |  0.00 | 18.34 | 18.25 | 18.12 | 19.08 |  0.00 |  0.00 |  0.00 | 19.04 | 18.94 | 18.91 | SDSSBOSSKDEXDQSOZALLBOSS,LRIS | SDSSKDEXDQSOZ,LRIS
BOSSJ1624+4359A | 16:24:43.990 | +43:59:40.31 | 6035-0802-56076 | BOSSJ1624+4405B | 16:24:44.362 | +44:05:45.08 | 6035-0838-56076 |  1.933 |  1.891 | 364.7 | 9195.207 | -1.00 |      1. | 18.38 |  0.00 |  0.00 |  0.00 | 18.34 | 18.25 | 18.12 | 18.92 |  0.00 |  0.00 |  0.00 | 18.89 | 18.83 | 18.69 | SDSSBOSSKDEXDQSOZALLBOSS,LRIS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1624+4930A | 16:24:46.809 | +49:30:42.00 | 6321-0946-56449 | BOSSJ1625+4924B | 16:25:36.817 | +49:24:42.17 | 6317-0620-56448 |  2.281 |  2.101 | 605.9 | 16224.73 | -1.00 |      0. | 19.69 |  0.00 |  0.00 |  0.00 | 19.43 | 19.30 | 18.88 | 20.22 |  0.00 |  0.00 |  0.00 | 20.09 | 19.92 | 19.77 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1624+3210A | 16:24:50.042 | +32:10:40.85 | 4955-0333-55750 | BOSSJ1623+3211B | 16:23:53.599 | +32:11:51.04 | 4955-0378-55750 |  2.290 |  2.216 | 719.9 | 19847.78 | -1.00 |      0. | 21.60 |  0.00 |  0.00 |  0.00 | 21.33 | 21.21 | 20.80 | 18.66 |  0.00 |  0.00 |  0.00 | 18.44 | 18.29 | 17.86 | BOSS | SDSSBOSSKDEXDQSOZALLBOSS
SDSSJ1625+3034A | 16:25:20.057 | +30:34:21.12 | 1685-0319-53463 | BOSSJ1625+3041B | 16:25:49.166 | +30:41:07.02 | 4953-0656-55749 |  3.885 |  3.487 | 553.0 | 19000.97 | -1.00 |      2. | 20.11 |  0.00 |  0.00 |  0.00 | 19.72 | 19.57 | 19.61 | 18.98 |  0.00 |  0.00 |  0.00 | 18.50 | 18.53 | 18.43 | SDSS | SDSSBOSSKDEALLBOSS
BOSSJ1625+2349A | 16:25:44.466 | +23:49:25.68 | 4184-0718-55450 | BOSSJ1625+2342B | 16:25:35.839 | +23:42:35.41 | 4184-0720-55450 |  3.006 |  2.940 | 427.0 | 13587.20 | -1.00 |      0. | 21.55 |  0.00 |  0.00 |  0.00 | 21.06 | 21.15 | 21.07 | 21.57 |  0.00 |  0.00 |  0.00 | 21.07 | 21.17 | 21.09 | BOSS | BOSS
BOSSJ1625+2646A | 16:25:48.797 | +26:46:58.77 | 5006-0117-55706 | BOSSJ1625+2644B | 16:25:48.086 | +26:44:32.56 | 5006-0116-55706 |  2.531 |  2.467 | 146.5 | 4276.217 | -1.00 |     25. | 17.35 | 17.25 | 17.45 | 17.05 | 16.92 | 16.88 | 16.51 | 18.54 |  0.00 |  0.00 |  0.00 | 18.13 | 18.07 | 17.69 | SDSSBOSSKDEVCVALLBOSS,NIRI,TRIPLESPEC,HIRES,HIRES | NIRI,HIRES,HIRES
BOSSJ1625+2644A | 16:25:57.385 | +26:44:48.18 | 5006-0118-55706 | BOSSJ1625+2644B | 16:25:48.086 | +26:44:32.56 | 5006-0116-55706 |  2.606 |  2.467 | 125.5 | 3663.837 | -1.00 |     34. | 18.94 |  0.00 |  0.00 |  0.00 | 18.50 | 18.51 | 18.24 | 18.54 |  0.00 |  0.00 |  0.00 | 18.13 | 18.07 | 17.69 | SDSSBOSSKDEALLBOSS,HIRES,HIRES | NIRI,HIRES,HIRES
BOSSJ1625+2644A | 16:25:57.385 | +26:44:48.18 | 5006-0118-55706 | BOSSJ1625+2646B | 16:25:48.797 | +26:46:58.77 | 5006-0117-55706 |  2.606 |  2.531 | 174.0 | 5146.279 | -1.00 |     57. | 18.94 |  0.00 |  0.00 |  0.00 | 18.50 | 18.51 | 18.24 | 17.35 | 17.25 | 17.45 | 17.05 | 16.92 | 16.88 | 16.51 | SDSSBOSSKDEALLBOSS,HIRES,HIRES | SDSSBOSSKDEVCVALLBOSS,NIRI,TRIPLESPEC,HIRES,HIRES
BOSSJ1627+3456A | 16:27:10.116 | +34:56:29.40 | 5191-0110-56065 | BOSSJ1627+3501B | 16:27:10.373 | +35:01:17.96 | 5191-0112-56065 |  2.726 |  2.298 | 288.5 | 8115.027 | -1.00 |      9. | 21.19 |  0.00 |  0.00 |  0.00 | 20.80 | 20.90 | 20.82 | 17.92 | 17.98 | 17.54 | 17.77 | 17.65 | 17.52 | 17.11 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1627+0816A | 16:27:14.054 | +08:16:44.21 | 5212-0938-56016 | BOSSJ1627+0814B | 16:27:41.395 | +08:14:27.49 | 5212-0036-56016 |  2.108 |  1.938 | 428.2 | 10950.21 | -1.00 |      3. | 18.88 |  0.00 |  0.00 |  0.00 | 18.65 | 18.48 | 18.31 | 17.72 |  0.00 |  0.00 |  0.00 | 17.55 | 17.47 | 17.34 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1627+1943A | 16:27:17.377 | +19:43:15.43 | 4060-0882-55359 | SDSSJ1626+1937B | 16:26:31.157 | +19:37:33.10 | 1854-0204-53566 |  2.177 |  2.114 | 737.1 | 19800.87 | -1.00 |      0. | 19.49 |  0.00 |  0.00 |  0.00 | 19.20 | 19.04 | 18.62 | 19.33 |  0.00 |  0.00 |  0.00 | 19.10 | 18.92 | 18.73 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1627+1943A | 16:27:17.377 | +19:43:15.43 | 4060-0882-55359 | SDSSJ1627+1951B | 16:27:17.402 | +19:51:29.23 | 2970-0601-54589 |  2.177 |  1.993 | 493.8 | 12830.05 | -1.00 |      0. | 19.49 |  0.00 |  0.00 |  0.00 | 19.20 | 19.04 | 18.62 | 19.78 |  0.00 |  0.00 |  0.00 | 19.59 | 19.49 | 19.36 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZ
 APOJ1627+4606A | 16:27:37.249 | +46:06:09.34 |                 | BOSSJ1627+4605B | 16:27:38.634 | +46:05:38.39 | 6322-0410-56190 |  4.110 |  3.820 | 34.14 | 1218.355 | -1.00 |    377. | 20.26 |  0.00 |  0.00 |  0.00 | 19.92 | 19.74 | 19.83 | 20.13 |  0.00 |  0.00 |  0.00 | 19.77 | 19.64 | 19.63 | ESI,APO | SDSSBOSSKDEVCVALLBOSS,ESI,NIRI,APO
BOSSJ1627+2215A | 16:27:37.907 | +22:15:09.29 | 4184-0218-55450 |  APOJ1627+2215B | 16:27:36.398 | +22:15:38.08 |                 |  3.716 |  3.251 | 35.60 | 1186.071 | -1.00 |    161. | 19.20 |  0.00 |  0.00 |  0.00 | 18.72 | 18.66 | 18.61 | 20.42 |  0.00 |  0.00 |  0.00 | 19.87 | 19.98 | 19.82 | SDSSBOSSKDEVCVALLBOSS,ESI,NIRI,APO | ESI,NIRI,XSHOOTER,APO
BOSSJ1627+3707A | 16:27:46.403 | +37:07:10.39 | 5195-0564-56048 | BOSSJ1628+3703B | 16:28:22.046 | +37:03:10.94 | 5195-0604-56048 |  2.655 |  2.174 | 489.1 | 13344.75 | -1.00 |      1. | 19.43 |  0.00 |  0.00 |  0.00 | 19.05 | 19.09 | 19.00 | 18.94 |  0.00 |  0.00 |  0.00 | 18.77 | 18.61 | 18.20 | SDSSBOSSALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1628+3216A | 16:28:00.936 | +32:16:35.73 | 4955-0178-55750 | BOSSJ1627+3215B | 16:27:44.436 | +32:15:20.49 | 4955-0169-55750 |  2.181 |  1.984 | 222.4 | 5764.038 | -1.00 |      1. | 17.86 | 17.73 | 17.61 | 17.40 | 17.66 | 17.50 | 17.08 | 19.80 |  0.00 |  0.00 |  0.00 | 19.71 | 19.62 | 19.49 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1628+3012A | 16:28:02.817 | +30:12:19.10 | 4953-0222-55749 | BOSSJ1627+3015B | 16:27:08.500 | +30:15:30.31 | 4953-0276-55749 |  2.448 |  2.142 | 729.4 | 19740.10 | -1.00 |      0. | 18.18 | 18.05 | 17.90 | 17.42 | 17.77 | 17.71 | 17.33 | 19.13 |  0.00 |  0.00 |  0.00 | 18.96 | 18.78 | 18.45 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1628+3703A | 16:28:22.046 | +37:03:10.94 | 5195-0604-56048 | SDSSJ1628+3708B | 16:28:18.396 | +37:08:43.67 | 1338-0460-52765 |  2.174 |  2.037 | 335.5 | 8828.765 | -1.00 |      1. | 18.94 |  0.00 |  0.00 |  0.00 | 18.77 | 18.61 | 18.20 | 19.33 |  0.00 |  0.00 |  0.00 | 19.24 | 19.13 | 19.02 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1629+1359A | 16:29:27.431 | +13:59:58.16 | 4068-0568-55445 | SDSSJ1628+1358B | 16:28:36.089 | +13:58:10.79 | 2202-0035-53566 |  2.524 |  2.000 | 754.9 | 19657.47 | -1.00 |      0. | 18.94 |  0.00 |  0.00 |  0.00 | 18.47 | 18.43 | 18.06 | 19.53 |  0.00 |  0.00 |  0.00 | 19.37 | 19.27 | 19.15 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1629+3430A | 16:29:36.865 | +34:30:39.09 | 5188-0526-55803 | BOSSJ1630+3430B | 16:30:29.532 | +34:30:25.04 | 5188-0534-55803 |  2.538 |  2.271 | 651.1 | 18193.60 | -1.00 |      0. | 20.05 |  0.00 |  0.00 |  0.00 | 19.64 | 19.60 | 19.24 | 19.32 |  0.00 |  0.00 |  0.00 | 19.05 | 18.92 | 18.50 | SDSSBOSSKDEALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1629+3113A | 16:29:55.148 | +31:13:17.57 | 4953-0874-55749 | BOSSJ1629+3115B | 16:29:07.319 | +31:15:27.27 | 4953-0839-55749 |  2.937 |  2.680 | 626.9 | 19079.71 | -1.00 |      0. | 19.81 |  0.00 |  0.00 |  0.00 | 19.39 | 19.48 | 19.41 | 21.86 |  0.00 |  0.00 |  0.00 | 21.45 | 21.51 | 21.44 | SDSSBOSSKDEVCVALLBOSS | BOSS
BOSSJ1630+2425A | 16:30:23.570 | +24:25:46.84 | 4188-0304-55684 | BOSSJ1629+2421B | 16:29:48.364 | +24:21:55.74 | 4188-0380-55684 |  2.314 |  2.121 | 533.5 | 14359.93 | -1.00 |      0. | 19.07 |  0.00 |  0.00 |  0.00 | 18.73 | 18.61 | 18.20 | 21.98 |  0.00 |  0.00 |  0.00 | 21.77 | 21.59 | 21.37 | SDSSBOSSKDEXDQSOZVCVALLBOSS | BOSS
BOSSJ1630+2142A | 16:30:25.832 | +21:42:07.01 | 4187-0486-55693 | SDSSJ1630+2146B | 16:30:58.837 | +21:46:15.39 | 1659-0324-53224 |  2.179 |  2.116 | 522.6 | 14048.33 | -1.00 |      1. | 18.98 |  0.00 |  0.00 |  0.00 | 18.75 | 18.59 | 18.17 | 18.75 |  0.00 |  0.00 |  0.00 | 18.57 | 18.39 | 18.19 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSKDEVCV
BOSSJ1630+3429A | 16:30:41.451 | +34:29:13.18 | 5188-0567-55803 | BOSSJ1630+3419B | 16:30:58.703 | +34:19:14.62 | 5188-0580-55803 |  3.236 |  2.582 | 635.5 | 18982.38 | -1.00 |      0. | 20.48 |  0.00 |  0.00 |  0.00 | 19.97 | 20.09 | 19.94 | 19.37 |  0.00 |  0.00 |  0.00 | 18.95 | 18.94 | 18.61 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSVCVALLBOSS
BOSSJ1631+2443A | 16:31:26.153 | +24:43:03.55 | 4188-0266-55684 | SDSSJ1632+2444B | 16:32:07.143 | +24:44:50.71 | 1573-0636-53226 |  2.086 |  2.028 | 568.6 | 14923.27 | -1.00 |      0. | 21.27 |  0.00 |  0.00 |  0.00 | 21.09 | 20.94 | 20.82 | 18.99 |  0.00 |  0.00 |  0.00 | 18.82 | 18.71 | 18.61 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1631+2806A | 16:31:42.809 | +28:06:32.04 | 5005-0194-55751 | BOSSJ1631+2803B | 16:31:57.794 | +28:03:51.86 | 5005-0192-55751 |  2.012 |  1.981 | 254.9 | 6600.700 | -1.00 |      1. | 19.64 |  0.00 |  0.00 |  0.00 | 19.47 | 19.37 | 19.25 | 19.87 |  0.00 |  0.00 |  0.00 | 19.71 | 19.62 | 19.49 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1631+1638A | 16:31:55.877 | +16:38:12.52 | 4063-0510-55364 | SDSSJ1631+1647B | 16:31:56.830 | +16:47:22.70 | 2207-0193-53558 |  2.417 |  2.123 | 550.3 | 14818.91 | -1.00 |      0. | 17.89 | 17.51 | 17.38 | 17.18 | 17.43 | 17.36 | 16.97 | 19.22 |  0.00 |  0.00 |  0.00 | 18.99 | 18.81 | 18.58 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1632+4334A | 16:32:03.822 | +43:34:29.67 | 6030-0330-56097 | SDSSJ1631+4333B | 16:31:21.743 | +43:33:17.26 | 0626-0237-52057 |  2.118 |  2.017 | 463.0 | 12113.20 | -1.00 |      1. | 20.78 |  0.00 |  0.00 |  0.00 | 20.67 | 20.49 | 20.28 | 17.90 |  0.00 |  0.00 |  0.00 | 17.82 | 17.71 | 17.60 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1632+4051A | 16:32:18.622 | +40:51:31.89 | 6045-0040-56072 |  APOJ1633+4053B | 16:33:02.949 | +40:53:48.10 |                 |  2.345 |  2.148 | 520.8 | 14117.13 | -1.00 |      0. | 18.96 |  0.00 |  0.00 |  0.00 | 18.67 | 18.56 | 18.16 | 20.84 |  0.00 |  0.00 |  0.00 | 20.69 | 20.52 | 20.17 | SDSSBOSSKDEXDQSOZVCVALLBOSS | MMTKDEXDQSOZ
BOSSJ1632+4051A | 16:32:18.622 | +40:51:31.89 | 6045-0040-56072 |  APOJ1633+4047B | 16:33:10.735 | +40:47:00.88 |                 |  2.345 |  2.171 | 650.6 | 17739.25 | -1.00 |      0. | 18.96 |  0.00 |  0.00 |  0.00 | 18.67 | 18.56 | 18.16 | 20.39 |  0.00 |  0.00 |  0.00 | 20.24 | 20.08 | 19.67 | SDSSBOSSKDEXDQSOZVCVALLBOSS | MMTKDEXDQSOZ
BOSSJ1632+3137A | 16:32:18.630 | +31:37:57.85 | 5202-0464-55824 | BOSSJ1632+3134B | 16:32:16.701 | +31:34:33.49 | 4953-0941-55749 |  2.258 |  1.947 | 205.8 | 5276.749 | -1.00 |      4. | 20.37 |  0.00 |  0.00 |  0.00 | 20.11 | 19.98 | 19.55 | 18.69 |  0.00 |  0.00 |  0.00 | 18.60 | 18.52 | 18.38 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1632+3137A | 16:32:18.630 | +31:37:57.85 | 5202-0464-55824 | BOSSJ1632+3134B | 16:32:55.881 | +31:34:55.41 | 5202-0426-55824 |  2.258 |  2.194 | 509.6 | 13974.14 | -1.00 |      0. | 20.37 |  0.00 |  0.00 |  0.00 | 20.11 | 19.98 | 19.55 | 19.24 |  0.00 |  0.00 |  0.00 | 19.03 | 18.87 | 18.45 | BOSS | SDSSBOSSKDEXDQSOZALLBOSS
SDSSJ1632+1319A | 16:32:36.920 | +13:19:05.71 | 2203-0049-53915 | SDSSJ1632+1324B | 16:32:04.186 | +13:24:53.04 | 2203-0096-53915 |  2.298 |  2.172 | 590.6 | 16108.31 | -1.00 |      0. | 20.11 |  0.00 |  0.00 |  0.00 | 19.74 | 19.62 | 19.21 | 20.48 |  0.00 |  0.00 |  0.00 | 20.23 | 20.07 | 19.65 | SDSSKDEXDQSOZVCV | SDSSKDEXDQSOZ
BOSSJ1632+3134A | 16:32:55.881 | +31:34:55.41 | 5202-0426-55824 | BOSSJ1632+3134B | 16:32:16.701 | +31:34:33.49 | 4953-0941-55749 |  2.194 |  1.947 | 501.1 | 12846.79 | -1.00 |      0. | 19.24 |  0.00 |  0.00 |  0.00 | 19.03 | 18.87 | 18.45 | 18.69 |  0.00 |  0.00 |  0.00 | 18.60 | 18.52 | 18.38 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1632+4331A | 16:32:55.901 | +43:31:30.94 | 6030-0300-56097 | BOSSJ1632+4334B | 16:32:03.822 | +43:34:29.67 | 6030-0330-56097 |  2.438 |  2.118 | 593.7 | 15965.68 | -1.00 |      0. | 20.48 |  0.00 |  0.00 |  0.00 | 20.14 | 20.08 | 19.69 | 20.78 |  0.00 |  0.00 |  0.00 | 20.67 | 20.49 | 20.28 | SDSSBOSSVCVALLBOSS | BOSS
 APOJ1633+4053A | 16:33:02.949 | +40:53:48.10 |                 |  APOJ1633+4050B | 16:33:03.743 | +40:50:18.38 |                 |  2.148 |  1.729 | 209.9 | 5013.454 | -1.00 |      1. | 20.84 |  0.00 |  0.00 |  0.00 | 20.69 | 20.52 | 20.17 | 19.37 |  0.00 |  0.00 |  0.00 | 19.30 | 19.13 | 19.20 | MMTKDEXDQSOZ | MMTKDEXDQSOZ
BOSSJ1633+2228A | 16:33:05.676 | +22:28:20.62 | 4187-0678-55693 | SDSSJ1633+2227B | 16:33:05.854 | +22:27:19.74 | 1571-0226-53174 |  2.374 |  1.892 | 60.93 | 1536.005 | -1.00 |     50. | 18.82 |  0.00 |  0.00 |  0.00 | 18.44 | 18.35 | 17.95 | 18.95 |  0.00 |  0.00 |  0.00 | 18.84 | 18.78 | 18.64 | SDSSBOSSKDEXDQSOZVCVALLBOSS,LRIS | SDSSKDEXDQSOZ,LRIS
 APOJ1633+4047A | 16:33:10.735 | +40:47:00.88 |                 |  APOJ1633+4053B | 16:33:02.949 | +40:53:48.10 |                 |  2.171 |  2.148 | 416.6 | 11293.68 | -1.00 |      0. | 20.39 |  0.00 |  0.00 |  0.00 | 20.24 | 20.08 | 19.67 | 20.84 |  0.00 |  0.00 |  0.00 | 20.69 | 20.52 | 20.17 | MMTKDEXDQSOZ | MMTKDEXDQSOZ
 APOJ1633+4047A | 16:33:10.735 | +40:47:00.88 |                 |  APOJ1633+4050B | 16:33:03.743 | +40:50:18.38 |                 |  2.171 |  1.729 | 212.8 | 5083.833 | -1.00 |      1. | 20.39 |  0.00 |  0.00 |  0.00 | 20.24 | 20.08 | 19.67 | 19.37 |  0.00 |  0.00 |  0.00 | 19.30 | 19.13 | 19.20 | MMTKDEXDQSOZ | MMTKDEXDQSOZ
